benchmark,mode,platform,iteration,value_cycles,value_ns
quicksort,aot,thumbv8,19,984582,6563880
matrix_multiplication,aot,thumbv8,0,31300755,208671700
matrix_multiplication,aot,thumbv8,1,31285725,208571500
matrix_multiplication,aot,thumbv8,2,31284451,208563006
matrix_multiplication,aot,thumbv8,3,31283651,208557673
matrix_multiplication,aot,thumbv8,4,31283625,208557500
matrix_multiplication,aot,thumbv8,5,31283670,208557800
matrix_multiplication,aot,thumbv8,6,31283662,208557746
matrix_multiplication,aot,thumbv8,7,31283548,208556986
matrix_multiplication,aot,thumbv8,8,31283630,208557533
matrix_multiplication,aot,thumbv8,9,31283457,208556380
matrix_multiplication,aot,thumbv8,10,31283338,208555586
matrix_multiplication,aot,thumbv8,11,31283518,208556786
matrix_multiplication,aot,thumbv8,12,31283730,208558200
matrix_multiplication,aot,thumbv8,13,31283700,208558000
matrix_multiplication,aot,thumbv8,14,31283616,208557440
matrix_multiplication,aot,thumbv8,15,31283574,208557160
matrix_multiplication,aot,thumbv8,16,31283437,208556246
matrix_multiplication,aot,thumbv8,17,31283733,208558220
matrix_multiplication,aot,thumbv8,18,31283473,208556486
matrix_multiplication,aot,thumbv8,19,31283627,208557513
fibonacci,aot,thumbv8,0,72340232,482268213
fibonacci,aot,thumbv8,1,72325888,482172586
fibonacci,aot,thumbv8,2,72325417,482169446
fibonacci,aot,thumbv8,3,72325314,482168760
fibonacci,aot,thumbv8,4,72325408,482169386
fibonacci,aot,thumbv8,5,72325418,482169453
fibonacci,aot,thumbv8,6,72325424,482169493
fibonacci,aot,thumbv8,7,72325318,482168786
fibonacci,aot,thumbv8,8,72325307,482168713
fibonacci,aot,thumbv8,9,72325303,482168686
fibonacci,aot,thumbv8,10,72325309,482168726
fibonacci,aot,thumbv8,11,72325312,482168746
fibonacci,aot,thumbv8,12,72325317,482168780
fibonacci,aot,thumbv8,13,72325311,482168740
fibonacci,aot,thumbv8,14,72325310,482168733
fibonacci,aot,thumbv8,15,72325312,482168746
fibonacci,aot,thumbv8,16,72325312,482168746
fibonacci,aot,thumbv8,17,72325414,482169426
fibonacci,aot,thumbv8,18,72325312,482168746
fibonacci,aot,thumbv8,19,72325314,482168760
crc32,fast_interp,thumbv8,0,5942913,39619420
crc32,fast_interp,thumbv8,1,5939017,39593446
crc32,fast_interp,thumbv8,2,5937500,39583333
crc32,fast_interp,thumbv8,3,5939538,39596920
crc32,fast_interp,thumbv8,4,5938199,39587993
crc32,fast_interp,thumbv8,5,5939416,39596106
crc32,fast_interp,thumbv8,6,5938697,39591313
crc32,fast_interp,thumbv8,7,5939042,39593613
crc32,fast_interp,thumbv8,8,5938887,39592580
crc32,fast_interp,thumbv8,9,5938495,39589966
crc32,fast_interp,thumbv8,10,5938624,39590826
crc32,fast_interp,thumbv8,11,5937906,39586040
crc32,fast_interp,thumbv8,12,5939010,39593400
crc32,fast_interp,thumbv8,13,5938616,39590773
crc32,fast_interp,thumbv8,14,5938605,39590700
crc32,fast_interp,thumbv8,15,5939770,39598466
crc32,fast_interp,thumbv8,16,5940251,39601673
crc32,fast_interp,thumbv8,17,5938883,39592553
crc32,fast_interp,thumbv8,18,5937867,39585780
crc32,fast_interp,thumbv8,19,5937804,39585360
quicksort,fast_interp,thumbv8,0,16144729,107631526
quicksort,fast_interp,thumbv8,1,16127845,107518966
quicksort,fast_interp,thumbv8,2,16125013,107500086
quicksort,fast_interp,thumbv8,3,16124721,107498140
quicksort,fast_interp,thumbv8,4,16125383,107502553
quicksort,fast_interp,thumbv8,5,16126026,107506840
quicksort,fast_interp,thumbv8,6,16125374,107502493
quicksort,fast_interp,thumbv8,7,16124350,107495666
quicksort,fast_interp,thumbv8,8,16126598,107510653
quicksort,fast_interp,thumbv8,9,16124913,107499420
quicksort,fast_interp,thumbv8,10,16125985,107506566
quicksort,fast_interp,thumbv8,11,16125908,107506053
quicksort,fast_interp,thumbv8,12,16127639,107517593
quicksort,fast_interp,thumbv8,13,16125437,107502913
quicksort,fast_interp,thumbv8,14,16125602,107504013
quicksort,fast_interp,thumbv8,15,16124862,107499080
quicksort,fast_interp,thumbv8,16,16124753,107498353
quicksort,fast_interp,thumbv8,17,16124685,107497900
quicksort,fast_interp,thumbv8,18,16126190,107507933
quicksort,fast_interp,thumbv8,19,16125620,107504133
matrix_multiplication,fast_interp,thumbv8,0,59937319,399582126
matrix_multiplication,fast_interp,thumbv8,1,59919200,399461333
matrix_multiplication,fast_interp,thumbv8,2,59917571,399450473
matrix_multiplication,fast_interp,thumbv8,3,59916416,399442773
matrix_multiplication,fast_interp,thumbv8,4,59917407,399449380
matrix_multiplication,fast_interp,thumbv8,5,59918189,399454593
matrix_multiplication,fast_interp,thumbv8,6,59917265,399448433
matrix_multiplication,fast_interp,thumbv8,7,59915868,399439120
matrix_multiplication,fast_interp,thumbv8,8,59917601,399450673
matrix_multiplication,fast_interp,thumbv8,9,59918513,399456753
matrix_multiplication,fast_interp,thumbv8,10,59917239,399448260
matrix_multiplication,fast_interp,thumbv8,11,59914138,399427586
matrix_multiplication,fast_interp,thumbv8,12,59916286,399441906
matrix_multiplication,fast_interp,thumbv8,13,59917221,399448140
matrix_multiplication,fast_interp,thumbv8,14,59916277,399441846
matrix_multiplication,fast_interp,thumbv8,15,59919894,399465960
matrix_multiplication,fast_interp,thumbv8,16,59918905,399459366
matrix_multiplication,fast_interp,thumbv8,17,59917047,399446980
matrix_multiplication,fast_interp,thumbv8,18,59916954,399446360
matrix_multiplication,fast_interp,thumbv8,19,59917727,399451513
fibonacci,fast_interp,thumbv8,0,635582108,4237214053
fibonacci,fast_interp,thumbv8,1,635570782,4237138546
fibonacci,fast_interp,thumbv8,2,635559319,4237062126
fibonacci,fast_interp,thumbv8,3,635562237,4237081580
fibonacci,fast_interp,thumbv8,4,635566205,4237108033
fibonacci,fast_interp,thumbv8,5,635561821,4237078806
fibonacci,fast_interp,thumbv8,6,635560174,4237067826
fibonacci,fast_interp,thumbv8,7,635567508,4237116720
fibonacci,fast_interp,thumbv8,8,635556098,4237040653
fibonacci,fast_interp,thumbv8,9,635560452,4237069680
fibonacci,fast_interp,thumbv8,10,635566902,4237112680
fibonacci,fast_interp,thumbv8,11,635566850,4237112333
fibonacci,fast_interp,thumbv8,12,635557275,4237048500
fibonacci,fast_interp,thumbv8,13,635563069,4237087126
fibonacci,fast_interp,thumbv8,14,635561719,4237078126
fibonacci,fast_interp,thumbv8,15,635567683,4237117886
fibonacci,fast_interp,thumbv8,16,635562638,4237084253
fibonacci,fast_interp,thumbv8,17,635566990,4237113266
fibonacci,fast_interp,thumbv8,18,635559609,4237064060
fibonacci,fast_interp,thumbv8,19,635559454,4237063026
crc32,interp,thumbv8,0,15435369,102902460
crc32,interp,thumbv8,1,15429219,102861460
crc32,interp,thumbv8,2,15428137,102854246
crc32,interp,thumbv8,3,15428267,102855113
crc32,interp,thumbv8,4,15428552,102857013
crc32,interp,thumbv8,5,15428487,102856580
crc32,interp,thumbv8,6,15427709,102851393
crc32,interp,thumbv8,7,15428784,102858560
crc32,interp,thumbv8,8,15427801,102852006
crc32,interp,thumbv8,9,15428351,102855673
crc32,interp,thumbv8,10,15427978,102853186
crc32,interp,thumbv8,11,15428033,102853553
crc32,interp,thumbv8,12,15428897,102859313
crc32,interp,thumbv8,13,15428721,102858140
crc32,interp,thumbv8,14,15427567,102850446
crc32,interp,thumbv8,15,15427690,102851266
crc32,interp,thumbv8,16,15428033,102853553
crc32,interp,thumbv8,17,15428673,102857820
crc32,interp,thumbv8,18,15427466,102849773
crc32,interp,thumbv8,19,15427540,102850266
quicksort,interp,thumbv8,0,38676563,257843753
quicksort,interp,thumbv8,1,38641109,257607393
quicksort,interp,thumbv8,2,38638523,257590153
quicksort,interp,thumbv8,3,38637038,257580253
quicksort,interp,thumbv8,4,38638003,257586686
quicksort,interp,thumbv8,5,38637946,257586306
quicksort,interp,thumbv8,6,38636031,257573540
quicksort,interp,thumbv8,7,38637828,257585520
quicksort,interp,thumbv8,8,38638917,257592780
quicksort,interp,thumbv8,9,38638034,257586893
quicksort,interp,thumbv8,10,38636749,257578326
quicksort,interp,thumbv8,11,38637428,257582853
quicksort,interp,thumbv8,12,38637787,257585246
quicksort,interp,thumbv8,13,38636895,257579300
quicksort,interp,thumbv8,14,38639480,257596533
quicksort,interp,thumbv8,15,38637634,257584226
quicksort,interp,thumbv8,16,38638426,257589506
quicksort,interp,thumbv8,17,38637530,257583533
quicksort,interp,thumbv8,18,38638014,257586760
quicksort,interp,thumbv8,19,38636716,257578106
matrix_multiplication,interp,thumbv8,0,104977733,699851553
matrix_multiplication,interp,thumbv8,1,104967278,699781853
matrix_multiplication,interp,thumbv8,2,104967411,699782740
matrix_multiplication,interp,thumbv8,3,104967673,699784486
matrix_multiplication,interp,thumbv8,4,104968139,699787593
matrix_multiplication,interp,thumbv8,5,104966488,699776586
matrix_multiplication,interp,thumbv8,6,104966507,699776713
matrix_multiplication,interp,thumbv8,7,104966917,699779446
matrix_multiplication,interp,thumbv8,8,104965879,699772526
matrix_multiplication,interp,thumbv8,9,104967227,699781513
matrix_multiplication,interp,thumbv8,10,104966841,699778940
matrix_multiplication,interp,thumbv8,11,104966007,699773380
matrix_multiplication,interp,thumbv8,12,104967121,699780806
matrix_multiplication,interp,thumbv8,13,104967439,699782926
matrix_multiplication,interp,thumbv8,14,104968292,699788613
matrix_multiplication,interp,thumbv8,15,104966748,699778320
matrix_multiplication,interp,thumbv8,16,104968412,699789413
matrix_multiplication,interp,thumbv8,17,104966842,699778946
matrix_multiplication,interp,thumbv8,18,104968103,699787353
matrix_multiplication,interp,thumbv8,19,104965156,699767706
fibonacci,interp,thumbv8,0,1052798837,7018658913
fibonacci,interp,thumbv8,1,1052763465,7018423100
fibonacci,interp,thumbv8,2,1052768803,7018458686
fibonacci,interp,thumbv8,3,1052761327,7018408846
fibonacci,interp,thumbv8,4,1052754334,7018362226
fibonacci,interp,thumbv8,5,1052760098,7018400653
fibonacci,interp,thumbv8,6,1052775229,7018501526
fibonacci,interp,thumbv8,7,1052768404,7018456026
fibonacci,interp,thumbv8,8,1052770397,7018469313
fibonacci,interp,thumbv8,9,1052770347,7018468980
fibonacci,interp,thumbv8,10,1052755557,7018370380
fibonacci,interp,thumbv8,11,1052771228,7018474853
fibonacci,interp,thumbv8,12,1052772573,7018483820
fibonacci,interp,thumbv8,13,1052767477,7018449846
fibonacci,interp,thumbv8,14,1052760927,7018406180
fibonacci,interp,thumbv8,15,1052769184,7018461226
fibonacci,interp,thumbv8,16,1052769434,7018462893
fibonacci,interp,thumbv8,17,1052764681,7018431206
fibonacci,interp,thumbv8,18,1052757091,7018380606
fibonacci,interp,thumbv8,19,1052770077,7018467180
